Ticket ID,Ticket Description,Category,Priority Level,Date Created
TKT-2949,I want to cancel my subscription but need to know the final bill. ASAP.,Billing Issues,High,2025-07-25 15:04:11
TKT-1384,The app crashes every time I try to open the dashboard.,Technical Issues,High,2025-08-19 15:04:11
TKT-2609,What are your business hours? Thanks.,General Query,Low,2026-04-10 15:04:11
TKT-2310,Urgent! Can I change my notification preferences? Please help.,General Query,High,2025-07-20 15:04:11
TKT-2510,I need to change the email address associated with my account.,Account Access,High,2025-08-31 15:04:11
TKT-1049,ASAP. Can I change my notification preferences?,General Query,High,2026-03-08 15:04:11
TKT-1102,My account was hacked and I need to regain control.,Account Access,High,2026-02-16 15:04:11
TKT-1694,"Hello, Can I change my notification preferences?",General Query,Low,2025-10-14 15:04:11
TKT-1993,Any updates? Is the platform compliant with GDPR? Thanks.,Product Inquiry,Medium,2025-07-21 15:04:11
TKT-1298,My data is not syncing across devices.,Technical Issues,Medium,2026-05-15 15:04:11
TKT-1221,Can I get a demo of the enterprise edition?,Product Inquiry,Medium,2025-11-21 15:04:11
TKT-1498,I haven't received my invoice for this billing cycle.,Billing Issues,High,2026-01-25 15:04:11
TKT-2299,"Hello, The software keeps freezing during the export process.",Technical Issues,High,2025-12-26 15:04:11
TKT-2513,Are there any discounts available for students or nonprofits?,Product Inquiry,Medium,2026-01-17 15:04:11
TKT-1012,Thanks. I would like information about your premium subscription plan.,Product Inquiry,Low,2026-03-25 15:04:11
TKT-1025,The software keeps freezing during the export process.,Technical Issues,Medium,2025-07-21 15:04:11
TKT-2512,I cannot access my account after resetting my password. Thanks.,Account Access,Medium,2025-07-19 15:04:11
TKT-2373,"Hello, Does this software support multi-user collaboration?",Product Inquiry,Medium,2025-07-14 15:04:11
TKT-2151,"Hello, How can I leave feedback about my experience? Please help.",General Query,Medium,2025-12-24 15:04:11
TKT-1645,I want to delete my account permanently.,Account Access,Medium,2025-09-29 15:04:11
TKT-2303,ASAP. My account has been locked due to multiple login attempts.,Account Access,High,2025-12-31 15:04:11
TKT-2912,Why is there a late fee on my account?,Billing Issues,High,2025-11-03 15:04:11
TKT-2591,"My invoice is incorrect, please fix the amount.",Billing Issues,Medium,2026-05-10 15:04:11
TKT-2430,"Hello, How long does it usually take to get a response? Urgent!",General Query,Medium,2026-03-03 15:04:11
TKT-1399,Thanks. The software keeps freezing during the export process.,Technical Issues,Medium,2026-01-24 15:04:11
TKT-1004,Is there a community forum for users?,General Query,Medium,2025-06-25 15:04:11
TKT-1176,,Billing Issues,High,2026-03-21 15:04:11
TKT-1473,"ASAP. Where do I find the terms of service? Hello,",General Query,Medium,2026-04-17 15:04:11
TKT-1670,"Hello, I would like information about your premium subscription plan. ASAP.",Product Inquiry,High,2026-05-13 15:04:11
TKT-2804,How long does it usually take to get a response?,General Query,Low,2025-11-16 15:04:11
TKT-1142,"I want to partner with your company, who should I contact?",General Query,Medium,2025-06-18 15:04:11
TKT-2092,Can I change my notification preferences?,General Query,Low,2025-09-30 15:04:11
TKT-2812,Urgent! Why is there a late fee on my account? Any updates?,Billing Issues,High,2025-06-29 15:04:11
TKT-1520,My payment method is not being accepted. Any updates?,Billing Issues,Medium,2025-06-15 15:04:11
TKT-1921,,Technical Issues,Medium,2026-05-13 15:04:11
TKT-2070,"Hello, My account was hacked and I need to regain control. Any updates?",Account Access,High,2026-02-14 15:04:11
TKT-1320,My account has been locked due to multiple login attempts.,Account Access,Medium,2026-06-05 15:04:11
TKT-2521,What are your business hours?,General Query,Medium,2025-10-24 15:04:11
TKT-2324,I need to change the email address associated with my account.,Account Access,High,2026-05-12 15:04:11
TKT-1862,Thanks. I was charged twice for my subscription this month. ASAP.,Billing Issues,High,2025-11-06 15:04:11
TKT-1787,What are your business hours?,General Query,Low,2025-06-24 15:04:11
TKT-2802,Any updates? My data is not syncing across devices.,Technical Issues,High,2025-07-19 15:04:11
TKT-1262,ASAP. Where can I find the user manual for the latest hardware?,Product Inquiry,High,2025-11-20 15:04:11
TKT-1094,Thanks. Can you help me configure the integration with third-party tools? Urgent!,Technical Issues,Medium,2026-02-16 15:04:11
TKT-1051,I want to cancel my subscription but need to know the final bill.,Billing Issues,Medium,2026-05-30 15:04:11
TKT-2350,"Hello, My invoice is incorrect, please fix the amount.",Billing Issues,Medium,2026-01-21 15:04:11
TKT-1383,I would like information about your premium subscription plan.,Product Inquiry,Medium,2025-12-16 15:04:11
TKT-2418,Please help. What are the limitations of the free tier?,Product Inquiry,Low,2025-12-03 15:04:11
TKT-1044,I cannot access my account after resetting my password.,Account Access,High,2025-08-22 15:04:11
TKT-1667,Can you help me configure the integration with third-party tools? Please help.,Technical Issues,High,2026-04-23 15:04:11
TKT-2960,Thanks. I'm getting a 500 internal server error when uploading a file. Any updates?,Technical Issues,Medium,2026-02-05 15:04:11
TKT-1845,Please help. There's an unrecognized transaction on my credit card.,Billing Issues,Medium,2025-06-16 15:04:11
TKT-1380,I haven't received my invoice for this billing cycle.,Billing Issues,High,2025-08-06 15:04:11
TKT-2739,The API endpoint is returning a timeout error.,Technical Issues,High,2026-01-20 15:04:11
TKT-1404,"Thanks. I want to partner with your company, who should I contact?",General Query,Medium,2025-12-13 15:04:11
TKT-2693,Why is there a late fee on my account? Any updates?,Billing Issues,High,2025-07-18 15:04:11
TKT-1401,"Hello, What are the limitations of the free tier? Any updates?",Product Inquiry,Medium,2026-04-23 15:04:11
TKT-1863,Urgent! What are the limitations of the free tier? Please help.,Product Inquiry,Medium,2025-06-24 15:04:11
TKT-1376,Do you offer customer support in Spanish?,General Query,Medium,2025-08-21 15:04:11
TKT-1511,,Account Access,High,2026-04-26 15:04:11
TKT-2617,Thanks. Are there any discounts available for students or nonprofits?,Product Inquiry,Medium,2026-05-23 15:04:11
TKT-1755,Why is there a late fee on my account? Please help.,Billing Issues,Medium,2025-09-18 15:04:11
TKT-1232,ASAP. Can you help me configure the integration with third-party tools? ASAP.,Technical Issues,Medium,2025-10-23 15:04:11
TKT-1346,"Hello, The API endpoint is returning a timeout error.",Technical Issues,Medium,2026-02-17 15:04:11
TKT-2829,How do I update my billing address?,Billing Issues,High,2025-10-04 15:04:11
TKT-1487,Thanks. The OTP for login is not being sent to my phone number. Please help.,Account Access,High,2026-04-08 15:04:11
TKT-1220,The website is very slow today and won't load images.,Technical Issues,Medium,2025-07-08 15:04:11
TKT-2597,"Can you help me configure the integration with third-party tools? Hello,",Technical Issues,Medium,2025-08-23 15:04:11
TKT-1986,ASAP. My account has been locked due to multiple login attempts.,Account Access,High,2025-07-25 15:04:11
TKT-2127,Any updates? I need to change the email address associated with my account.,Account Access,Medium,2025-12-23 15:04:11
TKT-2730,"My account was hacked and I need to regain control. Hello,",Account Access,High,2026-02-05 15:04:11
TKT-2745,I would like to request a refund for the recent charge.,Billing Issues,Low,2026-03-05 15:04:11
TKT-1447,I was charged twice for my subscription this month.,Billing Issues,High,2026-05-25 15:04:11
TKT-1269,Urgent! Is there a community forum for users?,General Query,Medium,2026-02-27 15:04:11
TKT-2592,My account was hacked and I need to regain control.,Account Access,High,2025-07-01 15:04:11
TKT-2979,,Product Inquiry,Low,2025-09-20 15:04:11
TKT-2640,Where do I find the terms of service?,General Query,Medium,2025-12-02 15:04:11
TKT-2970,,Account Access,Medium,2026-01-29 15:04:11
TKT-1564,Please help. My data is not syncing across devices.,Technical Issues,High,2026-03-25 15:04:11
TKT-2405,I want to delete my account permanently.,Account Access,High,2025-09-04 15:04:11
TKT-2291,Urgent! Where do I find the terms of service?,General Query,High,2025-10-07 15:04:11
TKT-2422,Any updates? Can you unlock my account? I remember my password now.,Account Access,Medium,2025-06-22 15:04:11
TKT-1677,Any updates? Where do I find the terms of service?,General Query,Medium,2025-06-14 15:04:11
TKT-2837,The software keeps freezing during the export process.,Technical Issues,High,2025-12-26 15:04:11
TKT-2191,I forgot my password and the recovery email isn't arriving. ASAP.,Account Access,High,2025-10-22 15:04:11
TKT-1822,Any updates? The website is very slow today and won't load images. Urgent!,Technical Issues,High,2026-03-27 15:04:11
TKT-1155,Where can I find the user manual for the latest hardware? Urgent!,Product Inquiry,High,2025-12-09 15:04:11
TKT-1747,Is there a community forum for users?,General Query,Low,2025-06-19 15:04:11
TKT-2059,Please help. Is there a community forum for users? Thanks.,General Query,Low,2025-08-02 15:04:11
TKT-1858,Can I change my notification preferences?,General Query,Low,2025-11-27 15:04:11
TKT-2104,"I want to partner with your company, who should I contact? ASAP.",General Query,High,2026-01-04 15:04:11
TKT-2752,Do you offer customer support in Spanish?,General Query,Low,2025-09-08 15:04:11
TKT-2343,I was charged twice for my subscription this month.,Billing Issues,High,2025-09-24 15:04:11
TKT-1270,Any updates? I cannot access my account after resetting my password.,Account Access,High,2026-02-14 15:04:11
TKT-1158,How do I enable two-factor authentication on my profile?,Account Access,High,2026-01-31 15:04:11
TKT-1929,Thanks. I found a bug in the latest update regarding the search feature.,Technical Issues,High,2025-09-21 15:04:11
TKT-1090,The OTP for login is not being sent to my phone number.,Account Access,High,2025-12-12 15:04:11
TKT-2999,The OTP for login is not being sent to my phone number.,Account Access,High,2025-11-11 15:04:11
TKT-1396,Thanks. How do I update my billing address?,Billing Issues,Medium,2026-03-23 15:04:11
TKT-2942,ASAP. Where are your headquarters located? Any updates?,General Query,High,2026-03-02 15:04:11
TKT-2397,Does this software support multi-user collaboration?,Product Inquiry,Low,2025-08-25 15:04:11
TKT-2959,I want to cancel my subscription but need to know the final bill.,Billing Issues,High,2025-10-03 15:04:11
TKT-1353,I cannot access my account after resetting my password.,Account Access,Medium,2025-12-02 15:04:11
TKT-2529,Any updates? How can I leave feedback about my experience?,General Query,Low,2026-01-16 15:04:11
TKT-2346,I cannot access my account after resetting my password.,Account Access,Medium,2025-10-14 15:04:11
TKT-2817,Please help. Why is there a late fee on my account?,Billing Issues,High,2025-07-22 15:04:11
TKT-1446,Where are your headquarters located?,General Query,Low,2026-02-28 15:04:11
TKT-2415,Do you offer an API for custom integrations?,Product Inquiry,Low,2026-01-05 15:04:11
TKT-2552,Any updates? The OTP for login is not being sent to my phone number.,Account Access,High,2026-04-27 15:04:11
TKT-2377,ASAP. Are there any discounts available for students or nonprofits?,Product Inquiry,Medium,2026-05-07 15:04:11
TKT-2381,"Hello, I want to partner with your company, who should I contact?",General Query,Medium,2025-08-28 15:04:11
TKT-2040,I need to change the email address associated with my account. Thanks.,Account Access,High,2026-05-05 15:04:11
TKT-2184,I'm getting a 500 internal server error when uploading a file.,Technical Issues,High,2025-06-24 15:04:11
TKT-2809,I want to delete my account permanently.,Account Access,High,2026-04-22 15:04:11
TKT-2710,How do I update my billing address?,Billing Issues,Medium,2026-03-08 15:04:11
TKT-1217,ASAP. I found a bug in the latest update regarding the search feature.,Technical Issues,High,2026-03-26 15:04:11
TKT-1013,Is the platform compliant with GDPR?,Product Inquiry,Medium,2025-10-31 15:04:11
TKT-1576,Please help. I forgot my password and the recovery email isn't arriving.,Account Access,High,2025-11-27 15:04:11
TKT-1140,There's an unrecognized transaction on my credit card. Urgent!,Billing Issues,High,2026-03-03 15:04:11
TKT-1161,"My invoice is incorrect, please fix the amount.",Billing Issues,High,2026-03-22 15:04:11
TKT-1642,I cannot access my account after resetting my password.,Account Access,High,2026-03-04 15:04:11
TKT-2628,Please help. Can I change my notification preferences? Thanks.,General Query,Low,2025-09-08 15:04:11
TKT-1554,I was charged twice for my subscription this month.,Billing Issues,Low,2026-01-23 15:04:11
TKT-2102,How do I enable two-factor authentication on my profile?,Account Access,High,2025-08-17 15:04:11
TKT-1759,ASAP. I found a bug in the latest update regarding the search feature.,Technical Issues,High,2026-01-07 15:04:11
TKT-2683,ASAP. I cannot access my account after resetting my password.,Account Access,Medium,2026-05-14 15:04:11
TKT-2368,My account was hacked and I need to regain control.,Account Access,High,2025-08-22 15:04:11
TKT-1144,The API endpoint is returning a timeout error.,Technical Issues,High,2025-12-04 15:04:11
TKT-2848,,Billing Issues,High,2026-01-22 15:04:11
TKT-2296,Please help. My data is not syncing across devices. Urgent!,Technical Issues,High,2026-04-07 15:04:11
TKT-2661,I want to cancel my subscription but need to know the final bill.,Billing Issues,High,2025-06-21 15:04:11
